Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q8NMJ0	Q8NMJ0_CORGL	Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase)	purM Cgl2583	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.3.1	37,851		Cgl2583
Q8NR51	Q8NR51_CORGL	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	atpB Cgl1206	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,381		Cgl1206
H7C6C1	H7C6C1_CORGL	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	atpE Cgl1207	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		8,123		Cgl1207
Q8NM84	GCH1_CORGL	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)	folE Cgl2695 cg2983	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.5.4.16	21,472		Cgl2695
Q8NTP1	Q8NTP1_CORGL	Hypothetical membrane protein	Cgl0265	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		9,842		Cgl0265
Q8NTS6	Q8NTS6_CORGL	Prephenate dehydrogenase	Cgl0226	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,290	3KTD;	Cgl0226
Q8NT39	MENG_CORGL	Demethylmenaquinone methyltransferase (EC 2.1.1.163)	menG Cgl0471 cg0556	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.163	25,245		Cgl0471
Q8NUA1	Q8NUA1_CORGL	ABC-type transporter, ATPase component	Cgl0038	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,286		Cgl0038
Q8NTD7	Q8NTD7_CORGL	Hypothetical membrane protein	Cgl0370	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,373		Cgl0370
Q8NNQ6	Q8NNQ6_CORGL	PBPb domain-containing protein	Cgl2132	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,353		Cgl2132
Q8NRR8	Q8NRR8_CORGL	Exopolyphosphatase (EC 3.6.1.11) (EC 3.6.1.40)	Cgl0977	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.1.11; 3.6.1.40	34,763		Cgl0977
P71121	THTR_CORGL	Thiosulfate sulfurtransferase (EC 2.8.1.1)	thtR Cgl0701 cg0803	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.8.1.1	33,494		Cgl0701
Q8NQY5	Q8NQY5_CORGL	ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems, periplasmic components	Cgl1287	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,234		Cgl1287
Q8NS43	Q8NS43_CORGL	Homoserine acetyltransferase (EC 2.3.1.31)	Cgl0839	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.1.31	38,836	5D6O;5D7B;	Cgl0839
Q9RHM3	UREE_CORGL	Urease accessory protein UreE	ureE Cgl0087 cg0116	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,644		Cgl0087
Q01651	G3P_CORGL	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase)	gap Cgl1588 cg1791	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.12	36,046		Cgl1588
Q9ETA7	ATPE_CORGL	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	atpC Cgl1213 cg1369	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,084		Cgl1213
Q8NQP1	Q8NQP1_CORGL	ABC-type transporter, periplasmic component	Cgl1385	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		47,098		Cgl1385
Q8NT82	Q8NT82_CORGL	ABC-type transporter, periplasmic component	Cgl0428	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		37,216		Cgl0428
Q8NLP0	Q8NLP0_CORGL	Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases	Cgl2900	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,970		Cgl2900
Q79VG4	Q79VG4_CORGL	Acetolactate synthase small subunit (AHAS) (ALS) (EC 2.2.1.6) (Acetohydroxy-acid synthase small subunit)	Cgl1272	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.2.1.6	18,749		Cgl1272
P19583	TPIS_CORGL	Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase)	tpiA tpi Cgl1586 cg1789	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.3.1.1	27,203		Cgl1586
P35170	AROG_CORGL	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroG aroF Cgl0990 cg1129	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.54	39,131		Cgl0990
O87331	RELA_CORGL	GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I)	relA rel Cgl1653 cg1861	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.6.5	84,447		Cgl1653
Q8NM70	Q8NM70_CORGL	Uncharacterized NAD(FAD)-dependent dehydrogenases	Cgl2709	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		43,819		Cgl2709
P40110	DAPB_CORGL	4-hydroxy-tetrahydrodipicolinate reductase (HTPA reductase) (EC 1.17.1.8)	dapB Cgl1973 cg2163	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.17.1.8	26,024	5EER;5EES;	Cgl1973
Q8NMJ9	Q8NMJ9_CORGL	Phosphate transport system permease protein	Cgl2574	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,707		Cgl2574
Q8NQK0	ZUPT_CORGL	Zinc transporter ZupT	zupT Cgl1434 cg1623	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,091		Cgl1434
Q8NU57	Q8NU57_CORGL	Transcriptional regulators	Cgl0083	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		19,144		Cgl0083
Q8NQ40	PYRF_CORGL	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	pyrF Cgl1608 cg1812	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.23	28,920		Cgl1608
Q8NMK8	Q8NMK8_CORGL	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD Cgl2565	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.2.1.5	30,260		Cgl2565
Q8NLM3	Q8NLM3_CORGL	L-lactate dehydrogenase (FMN-dependent) and related alpha-hydroxy acid dehydrogenases	Cgl2918	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		43,981		Cgl2918
Q8NQH4	PHNC_CORGL	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC Cgl1460 cg1651	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.3.2.2	28,953		Cgl1460
Q8NLS4	Q8NLS4_CORGL	Hypothetical membrane protein	Cgl2864	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,049		Cgl2864
Q8NU52	Q8NU52_CORGL	AMP nucleosidase (EC 3.2.2.4)	amn Cgl0095	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.2.2.4	53,145		Cgl0095
Q8NR41	Q8NR41_CORGL	ABC-type transporter, periplasmic component	Cgl1223	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,564		Cgl1223
Q8NMP9	Q8NMP9_CORGL	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)	Cgl2517	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.21	48,024		Cgl2517
Q8NM85	Q8NM85_CORGL	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	Cgl2694	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.15	29,020		Cgl2694
Q8NPZ2	PIPS_CORGL	Phosphatidylinositol phosphate synthase (PIP synthase) (EC 2.7.8.-) (CDP-diacylglycerol--D-myo-inositol-3-phosphate 3-phosphatidyltransferase)	Cgl1669	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.8.-	22,834		Cgl1669
P42455	LEU1_CORGL	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA Cgl0248 cg0303	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.3.13	68,188		Cgl0248
Q93PM7	GLYA_CORGL	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA Cgl0996 cg1133	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.2.1	46,541		Cgl0996
P0C1E2	PROB_CORGL	Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK)	proB Cgl2356 cg2588	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.2.11	38,626		Cgl2356
Q8NS10	Q8NS10_CORGL	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain (EC 3.4.21.-)	Cgl0876	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.4.21.-	41,774		Cgl0876
Q01655	PGK_CORGL	Phosphoglycerate kinase (EC 2.7.2.3)	pgk Cgl1587 cg1790	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.2.3	42,697		Cgl1587
Q8NR68	Q8NR68_CORGL	Nitrate reductase (quinone) (EC 1.7.5.1)	Cgl1189	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.7.5.1	139,308		Cgl1189
Q8NMV7	Q8NMV7_CORGL	Alkaline phosphatase (EC 3.1.3.1)	Cgl2457	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.3.1	50,797		Cgl2457
Q8NP12	ISPG_CORGL	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)	ispG Cgl2014 cg2206	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.17.7.3	40,068		Cgl2014
Q8NRG9	Q8NRG9_CORGL	ABC-type transporter, permease components	Cgl1080	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,234		Cgl1080
Q8NTR8	Q8NTR8_CORGL	Uncharacterized protein	Cgl0234	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		37,730		Cgl0234
P59004	PYRH_CORGL	Uridylate kinase (UK) (EC 2.7.4.22) (Uridine monophosphate kinase) (UMP kinase) (UMPK)	pyrH Cgl2024 cg2218	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.4.22	26,183		Cgl2024
Q79VH1	Q79VH1_CORGL	Sodium/proline symporter (Proline permease)	Cgl1163	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		56,647		Cgl1163
Q8NQC3	UPPP_CORGL	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	uppP bacA upk Cgl1515 cg1710	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.1.27	31,578		Cgl1515
Q8NNK3	COX4_CORGL	Cytochrome c oxidase polypeptide 4 (EC 7.1.1.9) (Cytochrome aa3 subunit 4) (Cytochrome c oxidase polypeptide IV)	ctaF Cgl2194 cg2408	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.1.1.9	15,545	7Q21;	Cgl2194
Q8NTU2	Q8NTU2_CORGL	Molybdopterin biosynthesis enzymes	Cgl0210	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,370		Cgl0210
P06558	TRPG_CORGL	Anthranilate synthase component 2 (AS) (ASII) (EC 4.1.3.27) (Anthranilate synthase, GATase component) (Anthranilate synthase, glutamine amidotransferase component)	trpG Cgl3031 cg3360	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.3.27	21,875		Cgl3031
Q8NN59	Q8NN59_CORGL	Phosphoglycerate mutase/fructose-2,6-bisphosphatase	Cgl2350	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,262		Cgl2350
Q8NSK4	Q8NSK4_CORGL	ABC-type transporter, permease components	Cgl0667	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,558		Cgl0667
Q8NLE6	Q8NLE6_CORGL	Myo-inositol-1-phosphate synthase	Cgl2996	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,223		Cgl2996
Q8NTN9	Q8NTN9_CORGL	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	Cgl0267	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		54,061		Cgl0267
Q8NTI4	Q8NTI4_CORGL	Nucleoside-diphosphate-sugar epimerases	Cgl0323	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,537		Cgl0323
Q8NRJ1	Q8NRJ1_CORGL	Mg-chelatase subunit ChlI	Cgl1057	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		47,396		Cgl1057
Q8NTH4	Q8NTH4_CORGL	dTDP-4-dehydrorhamnose reductase (EC 1.1.1.133)	Cgl0333	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.133	49,153		Cgl0333
Q8NTY9	Q8NTY9_CORGL	Acetolactate synthase (EC 2.2.1.6)	Cgl0162	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.2.1.6	61,894		Cgl0162
Q8NTJ6	Q8NTJ6_CORGL	Adenylate cyclase, family 3 (Some proteins contain HAMP domain) (EC 4.6.1.1)	Cgl0311	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.6.1.1	37,722		Cgl0311
Q8NSR1	GUAA_CORGL	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	guaA Cgl0607 cg0703	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.5.2	55,986		Cgl0607
Q8NQD1	Q8NQD1_CORGL	Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase)	Cgl1507	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.13	133,407		Cgl1507
Q04513	ILVA_CORGL	L-threonine dehydratase biosynthetic IlvA (EC 4.3.1.19) (Threonine deaminase)	ilvA Cgl2127 cg2334	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.3.1.19	46,572		Cgl2127
P42457	CISY_CORGL	Citrate synthase (EC 2.3.3.16)	gltA Cgl0829 cg0949	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.3.16	48,929		Cgl0829
Q9VFP1	CP6D5_DROME	Probable cytochrome P450 6d5 (EC 1.14.-.-) (CYPVID5)	Cyp6d5 CG3050	Drosophila melanogaster (Fruit fly)	1.14.-.-	57,384		cg3050
Q8NP27	Q8NP27_CORGL	Uroporphyrinogen-III C-methyltransferase (EC 2.1.1.107)	Cgl1998	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.107	26,228		Cgl1998
Q79VI4	METY_CORGL	O-acetyl-L-homoserine sulfhydrylase (OAH-sulfhydrylase) (EC 2.5.1.49)	metY Cgl0653	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.49	46,752		Cgl0653
Q8NQX9	SYE_CORGL	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX gltS Cgl1293 cg1463	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.17	55,391		Cgl1293
Q8NTP8	Q8NTP8_CORGL	Predicted branched-chain amino acid permease (Azaleucine resistance)	Cgl0258	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,333		Cgl0258
Q8NNQ3	Q8NNQ3_CORGL	Diaminopimelate decarboxylase (EC 4.1.1.20)	Cgl2135	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.20	47,031		Cgl2135
Q8NU64	Q8NU64_CORGL	Cytosine deaminase and related metal-dependent hydrolases (EC 3.5.4.21)	Cgl0076	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.5.4.21	45,463		Cgl0076
Q8NM49	Q8NM49_CORGL	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	Cgl2731	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		59,440		Cgl2731
Q8NSN2	METN_CORGL	Methionine import ATP-binding protein MetN (EC 7.4.2.11)	metN Cgl0636 cg0736	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	7.4.2.11	39,103		Cgl0636
P0C1E0	PROA_CORGL	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA Cgl2354 cg2586	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.41	45,667		Cgl2354
Q59283	OTC_CORGL	Ornithine carbamoyltransferase (OTCase) (EC 2.1.3.3)	argF Cgl1398 cg1584	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.3.3	34,329		Cgl1398
Q8NL86	Q8NL86_CORGL	Predicted dehydrogenases and related proteins (EC 1.1.1.18)	Cgl3062	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.18	36,225	3EUW;	Cgl3062
Q8NUB1	Q8NUB1_CORGL	ABC-type transporter, permease components	Cgl0028	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		29,753		Cgl0028
Q8NTH2	Q8NTH2_CORGL	Nitroreductase (EC 1.6.99.3)	Cgl0335	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.6.99.3	21,222		Cgl0335
Q8NMB0	Q8NMB0_CORGL	NAD-dependent aldehyde dehydrogenases (EC 1.2.1.-)	Cgl2668	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.-	51,085		Cgl2668
Q8NRX8	Q8NRX8_CORGL	Pyridoxal kinase (EC 2.7.1.35)	Cgl0913	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.35	28,012		Cgl0913
Q8NM02	Q8NM02_CORGL	Predicted flavoprotein involved in K+ transport	Cgl2784	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,982		Cgl2784
Q8NSJ4	SYW_CORGL	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS Cgl0677 cg0779	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.2	37,827		Cgl0677
P94633	LYSE_CORGL	Lysine exporter LysE	lysE Cgl1262 cg1424	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,082		Cgl1262
Q9Z472	HIS1_CORGL	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	hisG Cgl1504 cg1698	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.17	30,229		Cgl1504
P58946	LEUC_CORGL	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuC Cgl1315 cg1487	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.33	51,705		Cgl1315
Q8NQ47	FMT_CORGL	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	fmt Cgl1600 cg1803	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.2.9	33,590		Cgl1600
Q8NRN8	FUMC_CORGL	Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)	fumC fum Cgl1010 cg1145	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.2	50,244		Cgl1010
Q8NSY8	Q8NSY8_CORGL	Sulfur carrier protein FdhD	fdhD Cgl0527	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		32,630		Cgl0527
Q8NNN5	MURG_CORGL	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG Cgl2158 cg2369	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.227	36,697		Cgl2158
