Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q8NTF6	Q8NTF6_CORGL	Membrane protein involved in the export of O-antigen and teichoic acid	Cgl0351	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		54,339		Cgl0351
Q8NMW6	Q8NMW6_CORGL	Hemoglobin-like proteins	Cgl2448	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		15,157		Cgl2448
Q8NLD0	Q8NLD0_CORGL	Glycine/D-amino acid oxidases (Deaminating)	Cgl3012	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		44,706		Cgl3012
Q8NT09	RL3_CORGL	50S ribosomal protein L3	rplC Cgl0505 cg0594	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,159		Cgl0505
Q8NRE2	Q8NRE2_CORGL	Cytokinin riboside 5'-monophosphate phosphoribohydrolase (EC 3.2.2.n1)	Cgl1110	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.2.2.n1	28,691	5WQ3;	Cgl1110
Q8NQ03	Y1651_CORGL	Uncharacterized protein Cgl1651/cg1859	Cgl1651 cg1859	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		19,093		Cgl1651
Q8NSZ3	RL24_CORGL	50S ribosomal protein L24	rplX Cgl0522 cg0609	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		11,189		Cgl0522
P0C1E4	P5CR_CORGL	Pyrroline-5-carboxylate reductase (P5C reductase) (P5CR) (EC 1.5.1.2) (PCA reductase)	proC Cgl0410 cg0490	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.5.1.2	28,242		Cgl0410
Q8NQQ0	Q8NQQ0_CORGL	UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A)	uvrA Cgl1376	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		104,290		Cgl1376
Q8NPM0	Q8NPM0_CORGL	Hypothetical membrane protein	Cgl1792	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,374		Cgl1792
Q8NNW3	Q8NNW3_CORGL	Uncharacterized protein	Cgl2067	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		67,544		Cgl2067
Q8NLC9	Q8NLC9_CORGL	Uncharacterized protein	Cgl3013	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		53,684		Cgl3013
Q8NMW5	Q8NMW5_CORGL	Chromate transport protein ChrA	Cgl2449	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,003		Cgl2449
Q8NR98	Q8NR98_CORGL	Uncharacterized protein	Cgl1154	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,910		Cgl1154
Q8NU07	Q8NU07_CORGL	Alkylated DNA repair protein	Cgl0144	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,900		Cgl0144
Q8NNT2	Q8NNT2_CORGL	Uncharacterized protein	Cgl2105	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		21,899		Cgl2105
Q8NRI2	Q8NRI2_CORGL	Cysteine sulfinate desulfinase/cysteine desulfurase and related enzymes	Cgl1067	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		37,788		Cgl1067
Q8NQY1	Q8NQY1_CORGL	SAM-dependent methyltransferases (EC 2.1.1.64)	Cgl1291	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.64	22,582		Cgl1291
Q8NMA8	Q8NMA8_CORGL	Carbonic anhydrase (EC 4.2.1.1)	Cgl2670	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.1	22,228		Cgl2670
Q8NNS4	Q8NNS4_CORGL	ABC-type transporter, permease components	Cgl2113	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,787		Cgl2113
Q8NT33	Q8NT33_CORGL	Amino acid permeases	Cgl0481	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,611		Cgl0481
Q8NU92	Q8NU92_CORGL	FHA domain-containing protein	Cgl0047	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,317		Cgl0047
Q8NMB7	Q8NMB7_CORGL	Transcriptional regulators, similar to M. xanthus CarD	Cgl2661	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,259		Cgl2661
Q8NTG3	Q8NTG3_CORGL	ATPases involved in chromosome partitioning	Cgl0344	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		50,111		Cgl0344
Q8NRV0	Q8NRV0_CORGL	Uncharacterized protein	Cgl0941	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,516		Cgl0941
Q8NMG6	Q8NMG6_CORGL	D-ser_dehydrat domain-containing protein	Cgl2609	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,024		Cgl2609
Q8NRW6	RRAAH_CORGL	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	Cgl0925 cg1055	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.3.17; 4.1.1.112	17,176		Cgl0925
Q8NQ39	PYRC_CORGL	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC Cgl1611 cg1815	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.5.2.3	47,827		Cgl1611
Q8NU00	Q8NU00_CORGL	Abhydrolase_3 domain-containing protein	Cgl0151	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,506		Cgl0151
Q8NSH3	Q8NSH3_CORGL	Uncharacterized protein	Cgl0702	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		39,498		Cgl0702
Q8NTJ3	Q8NTJ3_CORGL	Uncharacterized phage-associated protein	Cgl0314	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,088		Cgl0314
Q8NLE9	Q8NLE9_CORGL	ABC-type transporter, permease components	Cgl2993	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		44,686		Cgl2993
Q8NPM2	Q8NPM2_CORGL	ATPases with chaperone activity, ATP-binding subunit	Cgl1790	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		66,336		Cgl1790
Q8NR48	Q8NR48_CORGL	Uncharacterized protein	Cgl1216	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,846		Cgl1216
Q8NMD9	Q8NMD9_CORGL	Transcriptional regulator	Cgl2639	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,769		Cgl2639
Q8NSW6	Q8NSW6_CORGL	Ferredoxin	Cgl0549	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		11,406		Cgl0549
Q8NPQ0	Q8NPQ0_CORGL	Uncharacterized protein	Cgl1761	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,993		Cgl1761
Q8NSN9	Q8NSN9_CORGL	Predicted nucleoside-diphosphate-sugar epimerases	Cgl0629	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		53,531		Cgl0629
Q8NU73	Q8NU73_CORGL	Hypothetical membrane protein	Cgl0066	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,692		Cgl0066
Q8NNZ7	Q8NNZ7_CORGL	Predicted ATPase with chaperone activity	Cgl2030	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		53,911		Cgl2030
Q8NQ75	Q8NQ75_CORGL	Predicted membrane components of an uncharacterized iron-regulated ABC-type transporter SufB	Cgl1564	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		53,493		Cgl1564
Q8NQB0	Q8NQB0_CORGL	Putative periplasmic protein kinase ArgK and related GTPases of G3E family (EC 2.7.-.-)	Cgl1528	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.-.-	39,241		Cgl1528
Q8NR10	Q8NR10_CORGL	ABC-type transporter, periplasmic component	Cgl1254	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,950		Cgl1254
Q8NTF0	Q8NTF0_CORGL	DDE_Tnp_ISL3 domain-containing protein	Cgl0357	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		12,308		Cgl0357
Q8NN57	NADD_CORGL	Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD Cgl2352 cg2584	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.18	24,581		Cgl2352
Q8NP14	Q8NP14_CORGL	ABC-type transporter, ATPase component	Cgl2012	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,532		Cgl2012
Q8NNW2	Q8NNW2_CORGL	Transcriptional regulator	Cgl2068	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,991		Cgl2068
Q8NP44	Q8NP44_CORGL	Metallophos domain-containing protein	Cgl1981	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,963		Cgl1981
Q8NNU0	Q8NNU0_CORGL	Hypothetical membrane protein	Cgl2092	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,086		Cgl2092
Q8NNJ4	AMPA_CORGL	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	pepA pepB Cgl2205 cg2419	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.4.11.1; 3.4.11.10	52,788		Cgl2205
Q8NMZ8	Q8NMZ8_CORGL	Uncharacterized protein	Cgl2415	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		18,251		Cgl2415
Q8NL87	Q8NL87_CORGL	AP_endonuc_2 domain-containing protein	Cgl3061	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,338		Cgl3061
Q8NTH5	Q8NTH5_CORGL	Glucose-1-phosphate thymidylyltransferase (EC 2.7.7.24)	Cgl0332	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.24	30,835		Cgl0332
Q8NRT3	Q8NRT3_CORGL	Uncharacterized protein	Cgl0958	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		34,119		Cgl0958
Q8NTY3	Q8NTY3_CORGL	Uncharacterized protein	Cgl0168	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,860		Cgl0168
Q8NM37	Q8NM37_CORGL	Bcr/CflA family efflux transporter	Cgl2743	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,607		Cgl2743
Q8NSA2	Q8NSA2_CORGL	Kef-type K+ transport systems, predicted NAD-binding component	Cgl0777	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,274		Cgl0777
P06560	TRPC_CORGL	Tryptophan biosynthesis protein TrpCF [Includes: Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48); N-(5'-phospho-ribosyl)anthranilate isomerase (PRAI) (EC 5.3.1.24)]	trpC trpCF Cgl3033 cg3362	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.48; 5.3.1.24	50,477		Cgl3033
Q8NQV9	Q8NQV9_CORGL	Guanosine polyphosphate pyrophosphohydrolases/synthetases (EC 3.1.7.2)	Cgl1313	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.7.2	21,379		Cgl1313
P06559	TRPD_CORGL	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	trpD Cgl3032 cg3361	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.18	36,633		Cgl3032
Q79VE8	QCRA_CORGL	Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Menaquinol--cytochrome c reductase iron-sulfur subunit) (Rieske iron-sulfur protein)	qcrA Cgl2190 cg2404	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		45,184	7Q21;	Cgl2190
Q8NQG6	MNTP_CORGL	Putative manganese efflux pump MntP	mntP Cgl1469 cg1660	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,062		Cgl1469
Q8NRN1	Q8NRN1_CORGL	Acyl-CoA dehydrogenases	Cgl1017	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,892		Cgl1017
Q8NTE8	Q8NTE8_CORGL	Predicted acyltransferases	Cgl0359	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,993		Cgl0359
Q8NUC8	Q8NUC8_CORGL	Uncharacterized protein	Cgl0011	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		9,069		Cgl0011
Q8NMT7	Q8NMT7_CORGL	Uncharacterized protein	Cgl2477	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		5,604		Cgl2477
Q8NP68	Q8NP68_CORGL	Hypothetical membrane protein	Cgl1948	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,843		Cgl1948
Q8NS94	Q8NS94_CORGL	Uncharacterized protein	Cgl0785	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		18,582		Cgl0785
Q8NLN7	Q8NLN7_CORGL	Uncharacterized protein	Cgl2903	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,072		Cgl2903
Q8NTC0	Q8NTC0_CORGL	Hypothetical membrane protein	Cgl0387	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,568		Cgl0387
Q8NTD8	RAMB_CORGL	HTH-type transcriptional regulator RamB (Regulator of acetate metabolism B) (RamB)	ramB cg0444 Cgl0369	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		53,866		Cgl0369
Q8NQ48	Q8NQ48_CORGL	tRNA and rRNA cytosine-C5-methylases	Cgl1599	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		48,331		Cgl1599
Q8NTD5	Q8NTD5_CORGL	Succinate dehydrogenase/fumarate reductase Fe-S protein	Cgl0372	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,248		Cgl0372
Q8NUB3	Q8NUB3_CORGL	Uncharacterized protein	Cgl0026	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		44,466		Cgl0026
Q8NRC5	Q8NRC5_CORGL	Uncharacterized protein	Cgl1127	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,882		Cgl1127
Q8NQS2	Q8NQS2_CORGL	Hypothetical membrane protein	Cgl1352	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,571		Cgl1352
Q8NQ83	Q8NQ83_CORGL	NPCBM_assoc domain-containing protein	Cgl1555	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		52,381		Cgl1555
Q8NQP5	Q8NQP5_CORGL	GIY-YIG domain-containing protein	Cgl1381	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,979		Cgl1381
Q8NRN5	Q8NRN5_CORGL	Uncharacterized protein	Cgl1013	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,994		Cgl1013
Q8NQ58	WHIA_CORGL	Probable cell division protein WhiA	whiA Cgl1589 cg1792	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,618		Cgl1589
Q8NLZ8	Q8NLZ8_CORGL	Arr-ms domain-containing protein	Cgl2788	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		8,810		Cgl2788
Q8NQN4	Q8NQN4_CORGL	Predicted acyltransferases (EC 2.3.1.-)	Cgl1392	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.1.-	51,949		Cgl1392
Q8NPK6	Q8NPK6_CORGL	Uncharacterized protein	Cgl1806	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		8,321		Cgl1806
Q8NRD3	Q8NRD3_CORGL	Uncharacterized protein	Cgl1119	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,725	3DR5;	Cgl1119
Q8NQI5	Q8NQI5_CORGL	Uncharacterized CBS domain-containing proteins	Cgl1449	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		49,649		Cgl1449
Q8NT68	Q8NT68_CORGL	ABC-type transport system involved in cytochrome c biogenesis, permease component	Cgl0442	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		37,272		Cgl0442
Q9X5D0	AROC_CORGL	Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	aroC Cgl1623 cg1829	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.3.5	43,733		Cgl1623
Q8NU33	3MGH_CORGL	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	mag Cgl0116 cg0151	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.2.2.-	20,162		Cgl0116
Q8NNS2	Q8NNS2_CORGL	Predicted transcriptional regulators	Cgl2115	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,380		Cgl2115
Q8NMS5	Q8NMS5_CORGL	Transcriptional regulator	Cgl2490	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,052		Cgl2490
Q8NQ64	Q8NQ64_CORGL	Transaldolase (EC 2.2.1.2)	tal Cgl1575	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.2.1.2	38,329	3R5E;	Cgl1575
Q79VG6	ATPG_CORGL	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG Cgl1211 cg1367	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,740		Cgl1211
Q79VE1	Q79VE1_CORGL	Phosphoglycerate mutase/fructose-2,6-bisphosphatase	Cgl2236	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		40,789		Cgl2236
Q8NM32	Q8NM32_CORGL	NTP pyrophosphohydrolases including oxidative damage repair enzymes	Cgl2748	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,836		Cgl2748
Q8NNC4	Q8NNC4_CORGL	Fe2+/Zn2+ uptake regulation proteins	Cgl2280	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		15,749		Cgl2280
Q8NNA1	Q8NNA1_CORGL	Maltose alpha-D-glucosyltransferase (EC 5.4.99.16) (Maltose alpha-D-glucosyltransferase)	Cgl2303	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.99.16	69,451		Cgl2303
Q8NQK8	Q8NQK8_CORGL	Pseudouridine synthase (EC 5.4.99.-)	Cgl1426	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.99.-	28,136		Cgl1426
Q8NSF5	Q8NSF5_CORGL	Dihydrofolate reductase	Cgl0721	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,819		Cgl0721
Q8NP18	Q8NP18_CORGL	Cell division protein FtsI/penicillin-binding protein 2	Cgl2008	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		66,095		Cgl2008
Q8NR69	Q8NR69_CORGL	Nitrate reductase beta chain (EC 1.7.99.4)	Cgl1188	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.7.99.4	59,362		Cgl1188
Q8NT14	Q8NT14_CORGL	ABC-type transporter, permease components	Cgl0501	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,625		Cgl0501
Q8NPT4	Q8NPT4_CORGL	KAP NTPase domain-containing protein	Cgl1727	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		81,980		Cgl1727
Q8NN74	Q8NN74_CORGL	Uncharacterized protein	Cgl2335	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,603		Cgl2335
Q8NLC1	Q8NLC1_CORGL	MDMPI_N domain-containing protein	Cgl3021	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,449	2NSF;2NSG;	Cgl3021
Q8NNG0	Q8NNG0_CORGL	Transcriptional regulator	Cgl2244	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,921		Cgl2244
Q8NS45	Q8NS45_CORGL	Septum_form domain-containing protein	Cgl0837	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,391		Cgl0837
