cgl_id,Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (RefSeq)
Cgl1479,Q8NQF6,Q8NQF6_CORGL,Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269),lnt Cgl1479,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600697.1;WP_011014392.1;
Cgl1480,Q8NQF5,Q8NQF5_CORGL,Hypothetical membrane protein,Cgl1480,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600698.1;
Cgl1490,Q8NQE5,Q8NQE5_CORGL,Sec-independent protein translocase protein TatC,tatC Cgl1490,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600706.1;
Cgl1491,Q8NQE4,TATA_CORGL,Sec-independent protein translocase protein TatA,tatA tatX Cgl1491 cg1685,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600707.1;WP_011014401.1;
Cgl1494,Q8NQE1,PAFA_CORGL,Pup--protein ligase (EC 6.3.1.19) (Proteasome accessory factor A) (Pup-conjugating enzyme),pafA Cgl1494 cg1688,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600710.1;WP_011265752.1;
Cgl1495,Q8NQE0,PUP_CORGL,Prokaryotic ubiquitin-like protein Pup (Bacterial ubiquitin-like modifier),pup Cgl1495 cg1689,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600711.1;WP_003856167.1;
Cgl1497,Q8NQD8,ARC_CORGL,AAA ATPase forming ring-shaped complexes (ARC),arc Cgl1497 cg1691,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600713.1;
Cgl1503,Q59200,ASPA_CORGL,Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1),aspA Cgl1503 cg1697,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600719.1;WP_011014409.1;
Cgl1504,Q9Z472,HIS1_CORGL,ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17),hisG Cgl1504 cg1698,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600720.1;WP_003856149.1;
Cgl1505,Q9Z471,HIS2_CORGL,Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31),hisE Cgl1505 cg1699,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600721.1;WP_003856147.1;
Cgl1506,Q8NQD2,Q8NQD2_CORGL,Predicted phosphatase/phosphohexomutase,Cgl1506,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600722.1;WP_011014410.1;
Cgl1507,Q8NQD1,Q8NQD1_CORGL,Methionine synthase (EC 2.1.1.13) (5-methyltetrahydrofolate--homocysteine methyltransferase),Cgl1507,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600723.1;WP_011014411.1;
Cgl1510,Q8NQC8,ACR3_CORGL,Arsenical-resistance protein Acr3,acr3 arsC2 Cgl1510 cg1705,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600726.2;WP_011265757.1;
Cgl1511,P0DKS5,ARSC1_CORGL,Arsenate-mycothiol transferase ArsC1 (EC 2.8.4.2) (Mycothiol-dependent arsenate reductase ArsC1),arsC1 cg1706 Cgl1511,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600727.2;WP_011014415.1;
Cgl1512,Q8NQC6,Q8NQC6_CORGL,Protein-tyrosine-phosphatase (EC 1.-.-.-),Cgl1512,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600728.1;WP_011014416.1;
Cgl1514,Q8NQC4,MSHC_CORGL,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase (L-Cys:GlcN-Ins ligase) (EC 6.3.1.13) (Mycothiol ligase) (MSH ligase),mshC cysS2 Cgl1514 cg1709,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600730.1;
Cgl1515,Q8NQC3,UPPP_CORGL,Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase),uppP bacA upk Cgl1515 cg1710,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600731.1;WP_003856127.1;
Cgl1518,Q8NQC0,PYRD_CORGL,Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase),pyrD Cgl1518 cg1713,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600734.1;WP_011014420.1;
Cgl1528,Q8NQB0,Q8NQB0_CORGL,Putative periplasmic protein kinase ArgK and related GTPases of G3E family (EC 2.7.-.-),Cgl1528,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600743.1;WP_011014426.1;
Cgl1529,Q8NQA9,Q8NQA9_CORGL,"Methylmalonyl-CoA mutase, N-terminal domain/subunit (EC 5.4.99.2)",Cgl1529,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600744.1;WP_011014427.1;
Cgl1530,Q8NQA8,Q8NQA8_CORGL,"Methylmalonyl-CoA mutase, N-terminal domain/subunit (EC 5.4.99.2)",Cgl1530,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600745.1;WP_011014428.1;
Cgl1537,Q8NQA1,CPFC_CORGL,Coproporphyrin III ferrochelatase (EC 4.99.1.9),cpfC Cgl1537 cg1734,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600752.1;WP_011014434.1;
Cgl1540,Q8NQ98,ACNA_CORGL,"Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (Iron-responsive protein-like) (IRP-like) (Probable 2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (RNA-binding protein)",acn Cgl1540 cg1737,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600755.1;
Cgl1541,Q8NQ97,ACNR_CORGL,HTH-type transcriptional repressor AcnR (TetR-type regulator AcnR),acnR Cgl1541 cg1738,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600756.1;WP_003856101.1;
Cgl1544,Q8NQ94,Y1544_CORGL,UPF0237 protein Cgl1544/cg1742,Cgl1544 cg1742,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600760.1;WP_003856097.1;
Cgl1545,Q8NQ93,Y1545_CORGL,UPF0210 protein Cgl1545/cg1743,Cgl1545 cg1743,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600761.1;
Cgl1557,Q8NL43,Q8NL43_CORGL,Transposase,Cgl0959 Cgl1557,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600185.1;NP_600772.1;WP_011014005.1;
Cgl1566,Q8NQ73,MPTB_CORGL,Alpha-(1->6)-mannopyranosyltransferase B (MptB) (EC 2.4.1.-) (Polyprenyl-1-monophosphorylmannose dependent alpha-(1->6)mannopyranosyltransferase) (PPM-dependent alpha-(1->6)mannopyranosyltransferase),mptB Cgl1566 cg1766,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600781.1;
Cgl1572,Q8NQ67,Q8NQ67_CORGL,NADPH:quinone reductase and related Zn-dependent oxidoreductases (EC 1.6.5.5),Cgl1572,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600786.1;
Cgl1573,Q8NQ66,COXX_CORGL,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase),ctaB Cgl1573 cg1773,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600787.1;WP_011014455.1;
Cgl1574,Q8NQ65,Q8NQ65_CORGL,Transketolase (EC 2.2.1.1),Cgl1574,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600788.1;
Cgl1575,Q8NQ64,Q8NQ64_CORGL,Transaldolase (EC 2.2.1.2),tal Cgl1575,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600789.1;WP_003856053.1;
Cgl1576,Q8NQ63,Q8NQ63_CORGL,Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49),zwf Cgl1576,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600790.1;
Cgl1578,Q8NQ61,Q8NQ61_CORGL,6-phosphogluconolactonase (6PGL) (EC 3.1.1.31),pgl Cgl1578,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600792.1;WP_003862263.1;
Cgl1581,Q8NQ59,Q8NQ59_CORGL,Glycine/D-amino acid oxidases (Deaminating) or sarcosine oxidase (EC 1.5.3.1),Cgl1581,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600795.1;
Cgl1582,H7C7J9,H7C7J9_CORGL,"Predicted ornithine cyclodeaminase, mu-crystallin homolog",Cgl1582,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600796.1;
Cgl1583,P54146,AMT_CORGL,Ammonia channel (Ammonia transporter),amt Cgl1583 cg1785,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600797.1;WP_011014463.1;
Cgl1584,Q9Z469,SECG_CORGL,Protein-export membrane protein SecG,secG Cgl1584 cg1786,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600798.1;WP_011014464.1;
Cgl1585,P12880,CAPP_CORGL,Phosphoenolpyruvate carboxylase (PEPC) (PEPCase) (EC 4.1.1.31),ppc Cgl1585 cg1787,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600799.1;WP_011014465.1;
Cgl1586,P19583,TPIS_CORGL,Triosephosphate isomerase (TIM) (TPI) (EC 5.3.1.1) (Triose-phosphate isomerase),tpiA tpi Cgl1586 cg1789,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600800.1;WP_011014466.1;
Cgl1587,Q01655,PGK_CORGL,Phosphoglycerate kinase (EC 2.7.2.3),pgk Cgl1587 cg1790,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600801.1;WP_003862252.1;
Cgl1588,Q01651,G3P_CORGL,Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) (EC 1.2.1.12) (NAD-dependent glyceraldehyde-3-phosphate dehydrogenase),gap Cgl1588 cg1791,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600802.1;WP_003862250.1;
Cgl1589,Q8NQ58,WHIA_CORGL,Probable cell division protein WhiA,whiA Cgl1589 cg1792,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600803.1;WP_003862248.1;
Cgl1591,Q8NQ56,Y1591_CORGL,Nucleotide-binding protein Cgl1591/cg1794,Cgl1591 cg1794,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600805.1;WP_003856023.1;
Cgl1592,Q8NQ55,UVRC_CORGL,UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C),uvrC Cgl1592 cg1795,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600806.1;WP_011014468.1;
Cgl1594,Q8NQ53,RISB_CORGL,"6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)",ribH Cgl1594 cg1797,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600808.1;WP_003856018.1;
Cgl1595,Q8NQ52,RIBBA_CORGL,"Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]",ribBA Cgl1595 cg1798,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600809.1;WP_003856016.1;
Cgl1596,Q8NQ51,Q8NQ51_CORGL,Riboflavin synthase alpha chain (EC 2.5.1.9),Cgl1596,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600810.1;WP_011014470.1;
Cgl1597,Q8NQ50,Q8NQ50_CORGL,Riboflavin biosynthesis protein RibD [Includes: Diaminohydroxyphosphoribosylaminopyrimidine deaminase (DRAP deaminase) (EC 3.5.4.26) (Riboflavin-specific deaminase); 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193) (HTP reductase)],Cgl1597,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600811.1;WP_011014471.1;
Cgl1598,Q8NQ49,Q8NQ49_CORGL,Ribulose-phosphate 3-epimerase (EC 5.1.3.1),rpe Cgl1598,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600812.1;WP_011014472.1;
Cgl1600,Q8NQ47,FMT_CORGL,Methionyl-tRNA formyltransferase (EC 2.1.2.9),fmt Cgl1600 cg1803,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600814.1;WP_003862229.1;
Cgl1601,Q8NQ46,DEF1_CORGL,Peptide deformylase 1 (PDF 1) (EC 3.5.1.88) (Polypeptide deformylase 1),def1 Cgl1601 cg1804,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600815.1;WP_003856004.1;
Cgl1602,Q8NQ45,Q8NQ45_CORGL,Probable primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA),priA Cgl1602,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600816.1;WP_011014474.1;
Cgl1603,Q9K5E4,METK_CORGL,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase),metK Cgl1603 cg1806,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600817.1;WP_003856000.1;
Cgl1604,Q8NQ44,Q8NQ44_CORGL,Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)],coaBC Cgl1604,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600818.1;WP_011014475.1;
Cgl1605,Q8NQ43,RPOZ_CORGL,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega),rpoZ Cgl1605 cg1809,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600819.1;
Cgl1606,Q8NQ42,KGUA_CORGL,Guanylate kinase (EC 2.7.4.8) (GMP kinase),gmk drp113 Cgl1606 cg1810,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600820.2;WP_003855988.1;
Cgl1608,Q8NQ40,PYRF_CORGL,Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase),pyrF Cgl1608 cg1812,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600822.1;WP_011014477.1;
Cgl1609,P58939,CARB_CORGL,Carbamoyl-phosphate synthase large chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase ammonia chain),carB Cgl1609 cg1813,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600823.1;WP_003862217.1;
Cgl1610,P58893,CARA_CORGL,Carbamoyl-phosphate synthase small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain),carA Cgl1610 cg1814,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600824.1;WP_011014478.1;
Cgl1611,Q8NQ39,PYRC_CORGL,Dihydroorotase (DHOase) (EC 3.5.2.3),pyrC Cgl1611 cg1815,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600825.1;WP_011014479.1;
Cgl1612,Q8NQ38,PYRB_CORGL,Aspartate carbamoyltransferase (EC 2.1.3.2) (Aspartate transcarbamylase) (ATCase),pyrB Cgl1612 cg1816,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600826.1;WP_003862210.1;
Cgl1613,P59011,PYRR_CORGL,Bifunctional protein PyrR [Includes: Pyrimidine operon regulatory protein; Uracil phosphoribosyltransferase (UPRTase) (EC 2.4.2.9)],pyrR Cgl1613 cg1817,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600827.1;WP_003862208.1;
Cgl1618,Q8NQ33,NUSB_CORGL,Transcription antitermination protein NusB (Antitermination factor NusB),nusB Cgl1618 cg1824,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600832.1;WP_011014484.1;
Cgl1619,Q45288,EFP_CORGL,Elongation factor P (EF-P),efp Cgl1619 cg1825,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600833.1;WP_003855973.1;
Cgl1621,Q9X5D2,AROB_CORGL,3-dehydroquinate synthase (DHQS) (EC 4.2.3.4),aroB Cgl1621 cg1827,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600835.1;WP_011014486.1;
Cgl1622,Q9X5D1,AROK_CORGL,Shikimate kinase (SK) (EC 2.7.1.71),aroK Cgl1622 cg1828,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600836.1;
Cgl1623,Q9X5D0,AROC_CORGL,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase),aroC Cgl1623 cg1829,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600837.1;WP_011014488.1;
Cgl1629,Q8NQ25,Q8NQ25_CORGL,Shikimate 5-dehydrogenase (EC 1.1.1.25),Cgl1629,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600843.1;WP_011014493.1;
Cgl1630,Q8NQ24,Q8NQ24_CORGL,Endolytic murein transglycosylase (EC 4.2.2.-) (Peptidoglycan polymerization terminase),mltG Cgl1630,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600844.1;WP_011014494.1;
Cgl1631,Q8NQ23,YQGF_CORGL,Putative pre-16S rRNA nuclease (EC 3.1.-.-),Cgl1631 cg1837,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600845.1;WP_011014495.1;
Cgl1632,Q8NQ22,SYA_CORGL,Alanine--tRNA ligase (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS),alaS Cgl1632 cg1838,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600846.1;WP_011014496.1;
Cgl1635,Q8NQ19,SYDND_CORGL,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS),aspS Cgl1635 cg1841,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600849.1;WP_011014498.1;
Cgl1645,Q8NQ09,Q8NQ09_CORGL,L-serine dehydratase (EC 4.3.1.17),Cgl1645,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600859.1;WP_011014507.1;
Cgl1646,Q8NQ08,Q8NQ08_CORGL,Glycerol-3-phosphate dehydrogenase,Cgl1646,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600860.1;
Cgl1647,Q8NQ07,SYH_CORGL,Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS),hisS Cgl1647 cg1855,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600861.1;WP_011014509.1;
Cgl1651,Q8NQ03,Y1651_CORGL,Uncharacterized protein Cgl1651/cg1859,Cgl1651 cg1859,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600864.1;WP_011014512.1;
Cgl1653,O87331,RELA_CORGL,GTP pyrophosphokinase (EC 2.7.6.5) ((p)ppGpp synthase) (ATP:GTP 3'-pyrophosphotransferase) (ppGpp synthase I),relA rel Cgl1653 cg1861,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600866.1;WP_003855910.1;WP_011265777.1;
Cgl1654,O87330,APT_CORGL,Adenine phosphoribosyltransferase (APRT) (EC 2.4.2.7),apt Cgl1654 cg1862,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600867.1;WP_011014514.1;
Cgl1657,Q79VF7,Q79VF7_CORGL,Protein-export membrane protein SecF,secF Cgl1657,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600869.1;WP_011014516.1;
Cgl1658,Q8NPZ9,Q8NPZ9_CORGL,Protein translocase subunit SecD,secD Cgl1658,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600870.2;
Cgl1660,Q9AE09,RUVB_CORGL,Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12),ruvB Cgl1660 cg1869,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600872.1;
Cgl1661,Q9AE10,RUVA_CORGL,Holliday junction ATP-dependent DNA helicase RuvA (EC 3.6.4.12),ruvA Cgl1661 cg1870,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600873.1;WP_003859897.1;
Cgl1662,Q9AE11,RUVC_CORGL,Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC),ruvC Cgl1662 cg1871,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600874.2;WP_011014519.1;
Cgl1663,Q8NPZ8,Y1663_CORGL,Probable transcriptional regulatory protein Cgl1663/cg1872,Cgl1663 cg1872,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600875.1;WP_011014520.1;
